year,fit,lower,higher,tau,region,parameter
2019,25.6535087719299,20.9839576968033,30.3230598470564,0.25,Northern Ireland,age_init
1990,31.6554621848739,18.3381171204829,44.9728072492648,0.5,Northern Ireland,age_init
1991,30.8235294117647,18.8816001181764,42.7654587053529,0.5,Northern Ireland,age_init
1992,30.0420168067226,19.4000889677147,40.6839446457306,0.5,Northern Ireland,age_init
1993,29.3109243697479,19.8931855566281,38.7286631828675,0.5,Northern Ireland,age_init
1994,28.6302521008403,20.360356481192,36.9001477204886,0.5,Northern Ireland,age_init
1995,28,20.8008744362073,35.1991255637926,0.5,Northern Ireland,age_init
1996,27.4201680672268,21.2137289159344,33.6266072185193,0.5,Northern Ireland,age_init
1997,26.890756302521,21.5974881410091,32.1840244640328,0.5,Northern Ireland,age_init
1998,26.4117647058823,21.9500839523208,30.8734454594439,0.5,Northern Ireland,age_init
1999,25.9831932773109,22.2684798338101,29.6979067208117,0.5,Northern Ireland,age_init
2000,25.6050420168067,22.5481840128857,28.6619000207277,0.5,Northern Ireland,age_init
2001,25.2773109243697,22.7826478479678,27.7719740007717,0.5,Northern Ireland,age_init
2002,25,22.9629475873515,27.0370524126485,0.5,Northern Ireland,age_init
2003,24.7731092436975,23.0791795275677,26.4670389598272,0.5,Northern Ireland,age_init
2004,24.5966386554622,23.1263344585546,26.0669428523697,0.5,Northern Ireland,age_init
2005,24.4705882352941,23.1146825687979,25.8264939017903,0.5,Northern Ireland,age_init
2006,24.3949579831933,23.074402567849,25.7155133985376,0.5,Northern Ireland,age_init
2007,24.3697478991597,23.0449578437208,25.6945379545985,0.5,Northern Ireland,age_init
2008,24.3949579831933,23.0600778779666,25.72983808842,0.5,Northern Ireland,age_init
2009,24.4705882352941,23.1413413936707,25.7998350769176,0.5,Northern Ireland,age_init
2010,24.5966386554622,23.2984587997075,25.8948185112169,0.5,Northern Ireland,age_init
2011,24.7731092436975,23.5301470024672,26.0160714849278,0.5,Northern Ireland,age_init
2012,25,23.8224677665786,26.1775322334214,0.5,Northern Ireland,age_init
2013,25.2773109243698,24.1443996670933,26.4102221816462,0.5,Northern Ireland,age_init
2014,25.6050420168068,24.446719184162,26.7633648494515,0.5,Northern Ireland,age_init
2015,25.983193277311,24.6793540869874,27.2870324676345,0.5,Northern Ireland,age_init
2016,26.4117647058824,24.821233718166,28.0022956935988,0.5,Northern Ireland,age_init
2017,26.890756302521,24.8819660708434,28.8995465341987,0.5,Northern Ireland,age_init
2018,27.4201680672269,24.8798535037279,29.960482630726,0.5,Northern Ireland,age_init
2019,28,24.8293178492378,31.1706821507623,0.5,Northern Ireland,age_init
1990,41.5714285714285,22.8026369119951,60.3402202308618,0.75,Northern Ireland,age_init
1991,39.9999999999999,23.3249836162912,56.6750163837086,0.75,Northern Ireland,age_init
1992,38.5238095238094,23.8191810813872,53.2284379662316,0.75,Northern Ireland,age_init
1993,37.142857142857,24.284797789459,50.0009164962551,0.75,Northern Ireland,age_init
1994,35.8571428571428,24.7212302615321,46.9930554527534,0.75,Northern Ireland,age_init
1995,34.6666666666666,25.1276151940256,44.2057181393076,0.75,Northern Ireland,age_init
1996,33.5714285714285,25.5026859047401,41.6401712381169,0.75,Northern Ireland,age_init
1997,32.5714285714285,25.8445310359965,39.2983261068605,0.75,Northern Ireland,age_init
1998,31.6666666666666,26.1501783202927,37.1831550130405,0.75,Northern Ireland,age_init
1999,30.8571428571428,26.4148652411703,35.2994204731153,0.75,Northern Ireland,age_init
2000,30.1428571428571,26.6307805856653,33.6549337000489,0.75,Northern Ireland,age_init
2001,29.5238095238095,26.7851242076033,32.2624948400157,0.75,Northern Ireland,age_init
2002,29,26.8584106094397,31.1415893905602,0.75,Northern Ireland,age_init
2003,28.5714285714285,26.8286256561912,30.3142314866659,0.75,Northern Ireland,age_init
2004,28.2380952380952,26.6930537691637,29.7831367070268,0.75,Northern Ireland,age_init
2005,28,26.4970388211416,29.5029611788584,0.75,Northern Ireland,age_init
2006,27.8571428571429,26.3193126309491,29.3949730833366,0.75,Northern Ireland,age_init
2007,27.8095238095238,26.2262321467009,29.3928154723467,0.75,Northern Ireland,age_init
2008,27.8571428571429,26.2523488668769,29.4619368474089,0.75,Northern Ireland,age_init
2009,28,26.4029390990893,29.5970609009107,0.75,Northern Ireland,age_init
2010,28.2380952380953,26.6563910078505,29.81979946834,0.75,Northern Ireland,age_init
2011,28.5714285714286,26.9628879233863,30.1799692194709,0.75,Northern Ireland,age_init
2012,29,27.2520980267608,30.7479019732392,0.75,Northern Ireland,age_init
2013,29.5238095238096,27.4641966375928,31.5834224100264,0.75,Northern Ireland,age_init
2014,30.1428571428572,27.5788552999938,32.7068589857206,0.75,Northern Ireland,age_init
2015,30.8571428571429,27.606471986258,34.1078137280278,0.75,Northern Ireland,age_init
2016,31.6666666666667,27.5648500034226,35.7684833299109,0.75,Northern Ireland,age_init
2017,32.5714285714286,27.4682846198128,37.6745725230445,0.75,Northern Ireland,age_init
2018,33.5714285714287,27.3263120261491,39.8165451167082,0.75,Northern Ireland,age_init
2019,34.6666666666668,27.1450032405175,42.188330092816,0.75,Northern Ireland,age_init
1990,18.2,17.871794426426,18.5282055735741,0.25,South East,age_init
1991,18.1,17.812663809682,18.387336190318,0.25,South East,age_init
1992,18.0333333333333,17.7618094960446,18.3048571706221,0.25,South East,age_init
1993,18,17.7222272418091,18.2777727581909,0.25,South East,age_init
1994,18,17.7012087605205,18.2987912394795,0.25,South East,age_init
1995,18.0333333333334,17.7062792378508,18.3603874288159,0.25,South East,age_init
1996,18.1,17.7428263362474,18.4571736637527,0.25,South East,age_init
1997,18.2,17.8140984156269,18.5859015843731,0.25,South East,age_init
1998,18.3333333333334,17.9218841891043,18.7447824775624,0.25,South East,age_init
1999,18.5,18.0670609489401,18.93293905106,0.25,South East,age_init
2000,18.7,18.2499147791905,19.1500852208095,0.25,South East,age_init
2001,18.9333333333334,18.4703018490178,19.3963648176489,0.25,South East,age_init
2002,19.2,18.7277140927997,19.6722859072004,0.25,South East,age_init
2003,19.5,19.0212885163686,19.9787114836314,0.25,South East,age_init
2004,19.8333333333334,19.3497861401309,20.3168805265358,0.25,South East,age_init
2005,20.2,19.7115654550316,20.6884345449685,0.25,South East,age_init
2006,20.6,20.1045832527804,21.0954167472196,0.25,South East,age_init
2007,21.0333333333334,20.526465346753,21.5402013199137,0.25,South East,age_init
2008,21.5,20.974684346017,22.025315653983,0.25,South East,age_init
2009,22,21.4468408708919,22.5531591291081,0.25,South East,age_init
2010,22.5333333333334,21.9409729335998,23.125693733067,0.25,South East,age_init
2011,23.1,22.4557707455975,23.7442292544026,0.25,South East,age_init
2012,23.7,22.9906122888059,24.4093877111941,0.25,South East,age_init
2013,24.3333333333334,23.5454366655196,25.1212300011472,0.25,South East,age_init
2014,25,24.1205452391611,25.879454760839,0.25,South East,age_init
2015,25.7,24.7164171513012,26.6835828486989,0.25,South East,age_init
2016,26.4333333333334,25.3335798894048,27.5330867772619,0.25,South East,age_init
2017,27.2,25.9725359975649,28.4274640024352,0.25,South East,age_init
2018,28,26.6337302638465,29.3662697361536,0.25,South East,age_init
2019,28.8333333333334,27.3175407563883,30.3491259102784,0.25,South East,age_init
1990,20.2222222222222,19.3520977748539,21.0923466695906,0.5,South East,age_init
1991,20.4586894586895,19.7221496692534,21.1952292481256,0.5,South East,age_init
1992,20.7094017094017,20.0821529578223,21.3366504609812,0.5,South East,age_init
1993,20.974358974359,20.428818598158,21.51989935056,0.5,South East,age_init
1994,21.2535612535613,20.7597866998546,21.747335807268,0.5,South East,age_init
1995,21.5470085470086,21.075844309018,22.0181727849992,0.5,South East,age_init
1996,21.8547008547009,21.382181545877,22.3272201635247,0.5,South East,age_init
1997,22.1766381766382,21.6868242534416,22.6664520998348,0.5,South East,age_init
1998,22.5128205128205,21.9977005569759,23.0279404686652,0.5,South East,age_init
1999,22.8632478632479,22.3208959137075,23.4055998127883,0.5,South East,age_init
2000,23.2279202279203,22.6604323043182,23.7954081515223,0.5,South East,age_init
2001,23.6068376068376,23.0186810503094,24.1949941633658,0.5,South East,age_init
2002,24,23.3968031439844,24.6031968560156,0.5,South East,age_init
2003,24.4074074074074,23.7950376636545,25.0197771511603,0.5,South East,age_init
2004,24.8290598290599,24.212834777541,25.4452848805787,0.5,South East,age_init
2005,25.2649572649573,24.6488680834852,25.8810464464294,0.5,South East,age_init
2006,25.7150997150997,25.1009668414218,26.3292325887777,0.5,South East,age_init
2007,26.1794871794872,25.5660271478864,26.792947211088,0.5,South East,age_init
2008,26.6581196581197,26.0400071163644,27.276232199875,0.5,South East,age_init
2009,27.1509971509972,26.5181628524139,27.7838314495805,0.5,South East,age_init
2010,27.6581196581197,26.9956491643245,28.3205901519149,0.5,South East,age_init
2011,28.1794871794872,27.4683841218807,28.8905902370938,0.5,South East,age_init
2012,28.7150997150997,27.9337698392955,29.496429590904,0.5,South East,age_init
2013,29.2649572649573,28.3908607558702,30.1390537740444,0.5,South East,age_init
2014,29.8290598290599,28.8399800310458,30.8181396270739,0.5,South East,age_init
2015,30.4074074074074,29.2821339860025,31.5326808288123,0.5,South East,age_init
2016,31,29.7185376897449,32.2814623102552,0.5,South East,age_init
2017,31.6068376068376,30.1503463294701,33.0633288842052,0.5,South East,age_init
2018,32.2279202279203,30.5785473527347,33.8772931031058,0.5,South East,age_init
2019,32.8632478632479,31.0039415396976,34.7225541867982,0.5,South East,age_init
1990,24.4436090225564,23.1445292770449,25.742688768068,0.75,South East,age_init
1991,24.6390977443609,23.5396965519909,25.738498936731,0.75,South East,age_init
1992,24.8601503759399,23.9296167171922,25.7906840346876,0.75,South East,age_init
1993,25.1067669172933,24.3104465647139,25.9030872698726,0.75,South East,age_init
1994,25.3789473684211,24.678501601461,26.0793931353812,0.75,South East,age_init
1995,25.6766917293233,25.0325003758888,26.3208830827578,0.75,South East,age_init
1996,26,25.3761816406447,26.6238183593554,0.75,South East,age_init
1997,26.3488721804512,25.7184542049206,26.9792901559817,0.75,South East,age_init
1998,26.7233082706767,26.0702612549575,27.376355286396,0.75,South East,age_init
1999,27.1233082706767,26.44118730419,27.8054292371634,0.75,South East,age_init
2000,27.5488721804512,26.8380662797854,28.2596780811169,0.75,South East,age_init
2001,28,27.2651161408728,28.7348838591272,0.75,South East,age_init
2002,28.4766917293233,27.724504201378,29.2288792572687,0.75,South East,age_init
2003,28.9789473684211,28.2168035852187,29.7410911516235,0.75,South East,age_init
2004,29.5067669172933,28.7412202536099,30.2723135809766,0.75,South East,age_init
2005,30.0601503759399,29.2956169384757,30.8246838134041,0.75,South East,age_init
2006,30.6390977443609,29.8764082233888,31.4017872653331,0.75,South East,age_init
2007,31.2436090225564,30.4784619480742,32.0087560970387,0.75,South East,age_init
2008,31.8736842105263,31.0952462754056,32.6521221456471,0.75,South East,age_init
2009,32.5293233082707,31.7195174663753,33.3391291501662,0.75,South East,age_init
2010,33.2105263157895,32.3446125640949,34.0764400674841,0.75,South East,age_init
2011,33.9172932330827,32.9658315276018,34.8687549385636,0.75,South East,age_init
2012,34.6496240601504,33.5810700847525,35.7181780355483,0.75,South East,age_init
2013,35.4075187969925,34.1904121515172,36.6246254424679,0.75,South East,age_init
2014,36.1909774436091,34.7951934010082,37.58676148621,0.75,South East,age_init
2015,37,35.3971695887986,38.6028304112015,0.75,South East,age_init
2016,37.8345864661655,35.9980345476309,39.6711383847,0.75,South East,age_init
2017,38.6947368421053,36.5992280546092,40.7902456296014,0.75,South East,age_init
2018,39.5804511278196,37.2019027707488,41.9589994848903,0.75,South East,age_init
2019,40.4917293233083,37.8069562224984,43.1765024241182,0.75,South East,age_init
1990,17.9747899159664,17.6653604931382,18.2842193387946,0.25,South West,age_init
1991,17.9663865546219,17.7057213933968,18.2270517158469,0.25,South West,age_init
1992,17.9747899159664,17.7498299916683,18.1997498402645,0.25,South West,age_init
1993,18,17.7963883088558,18.2036116911442,0.25,South West,age_init
1994,18.0420168067227,17.8458402720419,18.2381933414035,0.25,South West,age_init
1995,18.1008403361345,17.9010064855933,18.3006741866756,0.25,South West,age_init
1996,18.1764705882353,17.9659849407476,18.386956235723,0.25,South West,age_init
1997,18.2689075630252,18.0445060210263,18.4933091050241,0.25,South West,age_init
1998,18.3781512605042,18.139183862165,18.6171186588433,0.25,South West,age_init
1999,18.5042016806723,18.2515635234945,18.75683983785,0.25,South West,age_init
2000,18.6470588235294,18.3823909808164,18.9117266662424,0.25,South West,age_init
2001,18.8067226890756,18.5318353076978,19.0816100704534,0.25,South West,age_init
2002,18.9831932773109,18.6996195798908,19.266766974731,0.25,South West,age_init
2003,19.1764705882353,18.8850853110561,19.4678558654144,0.25,South West,age_init
2004,19.3865546218487,19.0872255251399,19.6858837185575,0.25,South West,age_init
2005,19.6134453781512,19.3047224172902,19.9221683390122,0.25,South West,age_init
2006,19.8571428571428,19.5360246357438,20.1782610785419,0.25,South West,age_init
2007,20.1176470588235,19.7794871567144,20.4558069609326,0.25,South West,age_init
2008,20.3949579831932,20.0335634888667,20.7563524775198,0.25,South West,age_init
2009,20.6890756302521,20.2969960399002,21.0811552206039,0.25,South West,age_init
2010,21,20.5689330440733,21.4310669559267,0.25,South West,age_init
2011,21.3277310924369,20.8489350281335,21.8065271567404,0.25,South West,age_init
2012,21.672268907563,21.1368929466768,22.2076448684492,0.25,South West,age_init
2013,22.0336134453781,21.4329125671156,22.6343143236406,0.25,South West,age_init
2014,22.4117647058823,21.7372107455393,23.0863186662253,0.25,South West,age_init
2015,22.8067226890756,22.0500428789203,23.5634024992309,0.25,South West,age_init
2016,23.2184873949579,22.3716608209121,24.0653139690038,0.25,South West,age_init
2017,23.6470588235294,22.7022926992968,24.5918249477619,0.25,South West,age_init
2018,24.0924369747899,23.0421358982293,25.1427380513505,0.25,South West,age_init
2019,24.5546218487394,23.3913569188196,25.7178867786592,0.25,South West,age_init
1990,21,20.307304798671,21.692695201329,0.5,South West,age_init
1991,21.0968253968254,20.5109199098285,21.6827308838223,0.5,South West,age_init
1992,21.2089947089947,20.7123083701244,21.705681047865,0.5,South West,age_init
1993,21.3365079365079,20.9091704763183,21.7638453966976,0.5,South West,age_init
1994,21.4793650793651,21.0994721447535,21.8592580139767,0.5,South West,age_init
1995,21.6375661375661,21.2828919269044,21.9922403482279,0.5,South West,age_init
